LANGUAGE,TWEET,CREATED_AT,FAVORITE_COUNT
en,Editorial: Court cases following #MeToo movement show victims' bravery in describing abuse https://t.co/zHaWYFPR1m,2022-10-27T12:40:00.000Z,10
en,@DinaBelenkaya At the end every woman resorts to her crotch to get further in life. They can always pull off a #metoo something 20 years later when the bank account is fat enough 😂,2022-10-27T12:36:12.000Z,0
en,"The landmark #MisogynyInMusic inquiry post-#MeToo is part of @Commonswomequ work in preventing violence against women &amp; girls.

96% of women had been subjected to bullying and harassment in the industry, one study says.

@ukMPG @whynothereu @RebeccaFMusic
https://t.co/aPlEuobjTk",2022-10-27T12:30:00.000Z,3
en,"Why did Sanjana provide clarification on #MeToo after a month , despite being active on SM?

@CBI_CIO @KirenRijiju @HMOIndia 
Longest Justice Campaign 4SSR",2022-10-27T04:57:39.000Z,4
en,"An inquiry into misogyny in music has heard how the #MeToo movement has not infiltrated the industry to the same degree it has with the film business.
https://t.co/WQeyPT7ivM",2022-10-27T10:11:29.000Z,36
en,"In a sea of true crime podcasts, movies and tv series that focus on the violence that survivors are subjected to, I wanted to create a podcast with students about how we heal. 

Healing Comes in Waves is a love letter to survivors of all genders. #MeToo https://t.co/9IDsNR5ywr https://t.co/xP8P3jwHwv",2022-10-26T22:02:41.000Z,117
en,"Do you want Organic Music Promotion on your YouTube, Spotify, soundcloud etc? Then you can hire me. @syedmdabdullahh 
De Gea #MUFC #IPL2021 #JohnsonOut #4MforSivaangi #MeToo #MSDiansStandWithViratKohli #mumbaiindians #ChennaiSuperKings #Emmys2021 Pochettino #ManUtd #SexEducation https://t.co/nrl9UMFTUX",2021-09-20T00:20:30.000Z,7
en,"By the numbers of the women that are claiming Herschel Walker pressed them to get an abortion to avoid his responsibilities of a father, they'll have their own #MeToo trending. So much for that party of family values. But let's continue talking about people who had a #stroke. https://t.co/eMa2S70BBI",2022-10-27T11:39:47.000Z,1
en,"An inquiry into misogyny in music has heard how the #MeToo movement has not infiltrated the industry to the same degree it has with the film business. During a parliamentary evidence session on Wednesday, experts said few women in music reported misogyny. MPs also heard litt…",2022-10-27T11:27:19.000Z,0
en,"Did you know that gender-based violence is reported to be 5 x higher in South Africa than the global average. 

#GBV #Didyouknow #factoftheweek #metoo #femicide #standup #SouthAfrica https://t.co/B9Sr5WMYEr",2022-10-27T11:14:24.000Z,1
en,Columnist Carrie N. Baker: #MeToo five years later https://t.co/7nPfIJK2Xa,2022-10-27T11:09:19.000Z,0
en,It has been very saddening but not altogether surprising to follow #econtwitter’s current #metoo moment. A short 🧵 based on my experience conducting research related to reporting of (sexual) harassment.,2022-10-26T18:32:11.000Z,243
en,Justice or fame? The pursuit of #MeToo has been a disaster for the #Truth.,2022-10-27T03:20:17.000Z,154
en,"""Love the #Parents #Educators guide, ready to read with your child, teach the 
difference! Teach children good touch/bad touch!"" 
https://t.co/IK7qayIhd5 
#IARTG #MeToo #kidlit #picturebook #ChildrensBooks #SexAbuse  
#BookBoost #abuse #BookReview #SCBWI https://t.co/W2OpgVYj6H",2022-10-27T10:48:50.000Z,1
en,Harvey Weinstein’s Lawyers Say Everyone Had ‘Transactional Sex’ in Hollywood Before #MeToo — And Call Jennifer Siebel Newsom a ‘Bimbo’ https://t.co/bTUMw7zMUK,2022-10-25T03:18:48.000Z,1071
en,"An inquiry into misogyny in music has heard how the #MeToo movement has not infiltrated the industry to the same degree it has with the film business.
https://t.co/WQeyPT7ivM",2022-10-27T10:11:29.000Z,36
en,"I was called a liar because I have not so far pursued a conviction of my rapist.

Other women are called liars when they DO pursue convictions of their rapists.

See how this shitfucked system works?

#MeToo",2022-10-27T06:46:50.000Z,466
en,@cheryl_kernot Just wondering if any of them protested in the #MeToo march in support of Brittany Higgins and many others or were outraged re:the allegations involving Christian Porter. Looks like they prefer feigned outrage and false accusations.,2022-10-27T10:05:10.000Z,10
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3803
en,"A Tokyo court ordered MP Mio Sugita to pay Shiori Ito, a symbol of #MeToo against sexual abuse after going public with a rape accusation against Noriyuki Yamaguchi, an ex-director of TBS, $3,700 in damages for clicking ""like"" on tweets she said defamed her https://t.co/x6zPrPaNv3 https://t.co/RmQLYkesiY",2022-10-27T09:54:05.000Z,17
en,@PRGuy17 White women have ruined #MeToo,2022-10-27T09:53:17.000Z,5
en,"There is a large #MeToo moment taking place in Economics.
To all men who react to this with ""I can't believe it, I am so shocked"": where have you been the past 5 years?
To all men in political science who say ""that's econ, not us"": where have you been the past 5 years?",2022-10-27T09:03:01.000Z,210
en,"The Count
[The Fighter]

""We're right in""

#TRAPS #NoiseRock #MathRock #MathSludge #Metal #Rock #single #MeToo #TheCount

https://t.co/iyAfpQ1ZS5 https://t.co/8vEKGmZWwd",2022-10-27T09:26:15.000Z,4
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"There is a large #MeToo moment taking place in Economics.
To all men who react to this with ""I can't believe it, I am so shocked"": where have you been the past 5 years?
To all men in political science who say ""that's econ, not us"": where have you been the past 5 years?",2022-10-27T09:03:01.000Z,210
en,It has been very saddening but not altogether surprising to follow #econtwitter’s current #metoo moment. A short 🧵 based on my experience conducting research related to reporting of (sexual) harassment.,2022-10-26T18:32:11.000Z,243
en,"calling all pharbs ‼️🖤

for @teenvogue’s Oct 2022 cover i sat down with @phoebe_bridgers, who’s used her Punisher tour + growing platform to talk politics.

we talked abortion, #metoo’s impact on her career, disrupting rock music’s misogyny, + more.
🔗 https://t.co/X3RVZDJjBi https://t.co/HYltmhDe4j",2022-10-26T12:33:06.000Z,2885
en,"̖Whoa, that's incredible. #NFT 😀

#mondaymorning #happynewweek #bigboss16 #metoo #beautispaces #indie #rock #stockmarketnews https://t.co/S4m8YxQkAA",2022-10-27T07:55:40.000Z,5
en,"Son asked his Father
Papa what is this #MeToo ?
Father said : It is a retirement Insurance plan for ladies
Son : How?
Father said : Ladies indulge in everything but when Career is over, invoke this Insurance plan and TV channels provide the cover.🤔",2022-10-27T07:38:11.000Z,0
en,"Economics is in something of a #metoo moment, with a number of women coming forward (and naming names) with some very disturbing revelations of sexual harassment and sexual misconduct by senior male economists. See @jenniferdoleac's timeline for a blow-by-blow of each revelation.",2022-10-24T14:44:49.000Z,1172
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3803
en,"Economics is in something of a #metoo moment, with a number of women coming forward (and naming names) with some very disturbing revelations of sexual harassment and sexual misconduct by senior male economists. See @jenniferdoleac's timeline for a blow-by-blow of each revelation.",2022-10-24T14:44:49.000Z,1172
en,"🇦🇺 Remember  this  people…  #MeToo #Justice
Scott Morrison's 'bullets' for protesters comment stuns Australian UN representative https://t.co/2HUflS2VDA via @ABCaustralia",2022-10-27T07:06:19.000Z,6
en,"🇦🇺 Remember  this  people…  #MeToo #Justice
Scott Morrison's 'bullets' for protesters comment stuns Australian UN representative https://t.co/2HUflS2VDA via @ABCaustralia",2022-10-27T07:06:19.000Z,6
en,"I was called a liar because I have not so far pursued a conviction of my rapist.

Other women are called liars when they DO pursue convictions of their rapists.

See how this shitfucked system works?

#MeToo",2022-10-27T06:46:50.000Z,466
en,Sussan Ley attempting a #metoo couldn't be more transparently political and pathetic,2022-10-27T06:25:33.000Z,15
en,It has been very saddening but not altogether surprising to follow #econtwitter’s current #metoo moment. A short 🧵 based on my experience conducting research related to reporting of (sexual) harassment.,2022-10-26T18:32:11.000Z,243
en,"POV- I wake up, go on social media and see a headline,  ""Best Buy drops him"" and I be like, ""since when Best Buy got a partnership with him"". All these brands playing #metoo when they never had a single item of his on the floor. Tomorrow, ""Kroger has now dropped him"". Fam what?",2022-10-27T06:36:40.000Z,0
en,"HEY THERE | Mprisondpoetz

Imprisoned poet Sherie Jarvis tells the tales of #MeToo #Transgender and #BlackLivesMatter in her poem ""Hey There.""

#women #poetess #prisoner #womenprison #prison #poet #poem #poetrycommunity
https://t.co/PPwyAm03YR",2022-10-27T06:30:06.000Z,1
en,Sussan Ley attempting a #metoo couldn't be more transparently political and pathetic,2022-10-27T06:25:33.000Z,15
en,"It was debatable whether Bruce Lehrmann would get a fair trial after 2 years of negative #MeToo coverage on #BrittanyHiggins case. After this scripted outburst by Brittany Higgins about ‘speaking out against rape’ a retrial is problematic. 
 https://t.co/FrAiD9z7O1",2022-10-27T06:18:15.000Z,13
en,"Can we talk about Stacey Stewart called out on the #metoo movement, yet she’s still actively booked running her mouth on others and still heading up a promotion. #boycott @1jpe1 &amp; @maniacsunited",2022-10-27T06:15:54.000Z,0
en,"@SteelWoolStudio I am involved with tx underground tech @aichan_nel vaguely because there was circusBaby hostage extortion fiasco @dhsscitech #TimesUp but things are clearing up.. would love for us to help you and Mr Cawthon to advance the FNAF series but you guys are doing great either way, w/e.",2022-10-27T06:10:58.000Z,0
en,"As an Iranian economics student who fight for #woman_life_freedom slogan this days, I support all female economists. Economics community should be their voice. We’re in the midst of another wave of #MeToo #MeTooEcon #EconTwitter",2022-10-27T06:07:19.000Z,4
en,"FIGHTING FOR THE FREEDOM OF THE IRANIAN WOMEN.
#OPIRAN 
#WOMENLIFEFREEDOM 🇮🇷
#MAHSAAMINI 
#ELNAZREKABI 
#ANONYMOUS 
#STOPFEMICIDE 
#METOO https://t.co/fK9CZOvYcd",2022-10-20T16:34:36.000Z,859
en,"Damages awarded to Japan's #MeToo symbol over defamatory tweet likes
A Tokyo court has ordered lawmaker Mio Sugita to pay journalist Shiori Ito 550,000 yen ($3,700) in damages for clicking ""like"" on tweets she said defamed her.
https://t.co/F1F79QjGBf",2022-10-27T05:06:29.000Z,10
en,"Where were you when ""The enemy of my enemy is my friend and therefore could not POSSIBLY COME FOR #METOO over the SAME SHIT, became  ""Oh shit! They're after us now as well?"" LOL",2022-10-27T05:22:44.000Z,0
en,"FIGHTING FOR THE FREEDOM OF THE IRANIAN WOMEN.
#OPIRAN 
#WOMENLIFEFREEDOM 🇮🇷
#MAHSAAMINI 
#ELNAZREKABI 
#ANONYMOUS 
#STOPFEMICIDE 
#METOO https://t.co/fK9CZOvYcd",2022-10-20T16:34:36.000Z,859
en,"India is Most Worst Country for Men.
Change my mind.

#MenToo #GenderBiasedLaws #metoo #antimalecountry #nocountryformen https://t.co/wxRj9fnSSp",2022-10-26T03:21:18.000Z,198
en,"Marilyn Manson has been being racist, homophobic/transphobic &amp; antisemitic for decades now.

He collects Holocaust memorabilia &amp; loves Ronald Reagan.  &amp; his art is way less exciting + creative than Ye’s.

#MeToo #IbelieveERR 

Was he cancelled??

If no, that’s bc white supremacy",2022-10-27T05:20:04.000Z,2
en,"On whose instructions bogus #MeToo articles were written about him? Why did ""Paid Media Channel"" publish those articles which hold no truth and can't be substantiated?
@ips_nupurprasad @PMOIndia @HMOIndia
Longest Justice Campaign 4SSR",2022-10-27T05:06:49.000Z,4
en,"Damages awarded to Japan's #MeToo symbol over defamatory tweet likes
A Tokyo court has ordered lawmaker Mio Sugita to pay journalist Shiori Ito 550,000 yen ($3,700) in damages for clicking ""like"" on tweets she said defamed her.
https://t.co/F1F79QjGBf",2022-10-27T05:06:29.000Z,10
en,"Thread 5
#Metoo allegations against Sushant were breaking news and all over the place then how come Sanjana didn't get this news and responded on time in a way letting him suffer for that period.
Longest Justice Campaign 4SSR
@ips_nupurprasad  @PMOIndia  @HMOIndia https://t.co/91zry6uxEK",2022-10-27T05:01:04.000Z,9
en,"Why did Sanjana provide clarification on #MeToo after a month , despite being active on SM?

@CBI_CIO @KirenRijiju @HMOIndia 
Longest Justice Campaign 4SSR",2022-10-27T04:57:39.000Z,4
en,"Who orchestrated the #MeToo story against SSR?

@CBI_CIO @KirenRijiju @HMOIndia 
Longest Justice Campaign 4SSR",2022-10-27T04:57:38.000Z,3
en,@iancmck @mattyhausofeels It seemed like it was trying to say things about #metoo but I’m not sure what,2022-10-27T04:50:19.000Z,0
en,Why not me too 😭 #joke #female #metoo #comedian https://t.co/JGxMnW696E,2022-10-26T22:18:06.000Z,52
en,@BornAKang “Let me tell you about my #metoo story,2022-10-27T04:14:54.000Z,0
en,"India is Most Worst Country for Men.
Change my mind.

#MenToo #GenderBiasedLaws #metoo #antimalecountry #nocountryformen https://t.co/wxRj9fnSSp",2022-10-26T03:21:18.000Z,198
en,"Media reporting also has the potential to shed light on the root causes of violence against women and girls, and promote positive social and gender norms (more citations of our #MeToo, #MeNOMore research- in recent UN Report, 'Reporting on violence against girls').   @MFJMonash",2022-10-26T22:49:41.000Z,2
en,Michael Moore #VOTEBLUE #RESIST #MyBodyMyChoice #YesAllWomen #MeToo #BlackLivesMatter,2022-10-27T03:47:34.000Z,0
en,"There is then a societal role for meta-meta-questions.

Answers to those questions are obtainable &amp; worth pursuing. There is a lot of mistreatment today that doesn't go viral like #MeToo, hidden by vague social anxiety (""Don't make a 'normie' uncomfortable"") &amp;by no wider audience",2022-10-27T03:23:06.000Z,0
en,@backfuturehope Maybe just trying to join the #MeToo money grab that seems to be going on at the moment... seems to go in waves and then when men get more money the women try again... great time to be #female,2022-10-27T03:22:25.000Z,1
en,Justice or fame? The pursuit of #MeToo has been a disaster for the #Truth.,2022-10-27T03:20:17.000Z,154
en,"@nytimes @nytopinion My #movie + #soundtrack
r #authentic indie + born from the studio i built in response 2  #MeToo experiences ; Pls support my work #CuttingEdgeOfThePacific™🦀
#CaliLiliIndies™PicturesWordsMusicInMotion™feMt0™studi0* #TheCuttingEdge #TruliIndie™  https://t.co/XGan48Tebs RT https://t.co/v47Nbh6Ztr",2020-07-02T21:34:17.000Z,1
en,"#Churchtoo That's the prevalent opinion in many societies in America. Church's are built by design to create docile, uninformed humans they use as victims.",2022-10-27T03:09:42.000Z,4
en,@nytimes @nytopinion My upcoming Movie+Album r genuinely indie + born from the studio i built in response 2 my  #MeToo experiences ; Pls. support my work ;  VenusBeach™ Cutting Edge Of The Pacific ™ Cali Lili Indies ™ PicturesWordsMusicInMotion ™ feMt0™ https://t.co/DLhBaEtYkK … #CuttingEdge,2018-05-25T21:36:02.000Z,3
en,"@nytimes Let's never sweep discussion back in2 shadows. My upcoming Movie+Album born in response 2 #MeToo experiences +other #EconomicMisogyny ; support Cali Lili Indies™pwmim™VenusBeach™CuttingEdgePacific™feMt0™studi0 "" #HandMade 2 #MakeADifference ™""   https://t.co/DLhBaEtYkK",2018-05-25T22:23:13.000Z,1
en,"@TeenVogue @phoebe_bridgers we wondered together what's changed since #metoo. @phoebe_bridgers was horrified at the ""disgusting"" ""fandom war"" around the Heard-Depp trial. @TeenVogue
 
""It can feel insular, like the rest of the world doesn't care about the same morals as us.""
🔗https://t.co/X3RVZDsgzi https://t.co/ZmpHQ2VUUU",2022-10-26T15:47:17.000Z,115
en,My dear friend @CarrieNBaker catches us up on the status of #MeToo,2022-10-27T02:47:12.000Z,1
en,Theviolent art form of disappearing an experiential narrative by drowning it out with a million manufactured counter-narratives is the US State Dept/Congress idea of foreplay for an insatiable lewd lust for global power. 🇪🇹&amp;🇪🇷 have resisted the prowling #1 pervert! #Metoo says🇷🇺.,2022-10-27T02:37:24.000Z,2
en,"calling all pharbs ‼️🖤

for @teenvogue’s Oct 2022 cover i sat down with @phoebe_bridgers, who’s used her Punisher tour + growing platform to talk politics.

we talked abortion, #metoo’s impact on her career, disrupting rock music’s misogyny, + more.
🔗 https://t.co/X3RVZDJjBi https://t.co/HYltmhDe4j",2022-10-26T12:33:06.000Z,2885
en,@Phil_Lewis_ This is giving #MeToo vibes 😩,2022-10-27T02:35:33.000Z,0
en,@sundarrajachola #MeToo bugger talking about எழுச்சி... 🤦 Best to ignore such nonsensical people.,2022-10-27T02:30:49.000Z,0
en,"@HaterZeri @NobleAtlas88 I almost forgot that Liz is also an investor/advisor in a company called TallPoppy that specializes in getting #metoo posts taken down, but presents themselves as a company that protects victims.

they have been hired by Microsoft to shadow banned my Twitter and manipulate google",2022-10-27T02:30:12.000Z,13
en,"FIGHTING FOR THE FREEDOM OF THE IRANIAN WOMEN.
#OPIRAN 
#WOMENLIFEFREEDOM 🇮🇷
#MAHSAAMINI 
#ELNAZREKABI 
#ANONYMOUS 
#STOPFEMICIDE 
#METOO https://t.co/fK9CZOvYcd",2022-10-20T16:34:36.000Z,859
en,"FIGHTING FOR THE FREEDOM OF THE IRANIAN WOMEN.
#OPIRAN 
#WOMENLIFEFREEDOM 🇮🇷
#MAHSAAMINI 
#ELNAZREKABI 
#ANONYMOUS 
#STOPFEMICIDE 
#METOO https://t.co/fK9CZOvYcd",2022-10-20T16:34:36.000Z,859
en,@ShellenbergerMD This makes sense. But I'm confused why many who agree always seem to be saying movements like #MeToo and #BlackLivesMatter fit victimhood narratives but never discuss how white nationalism and the Great Replacement Theory reeks of victimhood. That's messed up. Pot meet kettle.,2022-10-27T01:54:01.000Z,3
en,#Congress - PIPE BOMBS IN #WASHINGTON - https://t.co/fnyjaROIT6 - #FBI #CDC #NYPD #NIKE #ESPN #sports #Democrats #Republicans #GOP #jerseyshorefamilyvacation #TheVoice #TheView #CBS #NBC #ABC #MSNBC #business #Bitcoin #school #MeToo #BlackLivesMatter #Amazon #Astros #Phillies,2022-10-27T01:52:14.000Z,1
en,Shout out @RayJ for spreading awareness to nigggas shitting naked 💪#metoo #atchlils #rayj,2022-10-27T01:52:04.000Z,0
en,"The #MeToo movement is losing more credibility every day. Defending a woman like Amber after the horrible discovery of her abuse at Johnny, of the lies, seems inexplicable to me 🤦🏻‍♀️ 
#AmberHeardlsAnAbuser 
#AmberHeardIsALiar",2022-10-27T01:42:59.000Z,45
en,"@dropvolleyer Bias on the basis of the sex of government employees in the era of #metoo and #believeallwomen is becoming a issue of sex discrimination. It happened before when men held these positions of power. Same abusive practices are reversed. We all know it's wrong, particularly women.",2022-10-27T01:37:56.000Z,1
en,"Monica Lewinsky said that when she was transferred from the pentagon to the White House she was told that “she’ll like it better there, it’s a sexier job.” Lewinsky relates her experience to the #metoo movement and how she experienced, she said a “gross abuse of power.” #forum22",2022-10-27T01:32:24.000Z,1
en,"Kim breaks silence on Kanye scandal - https://t.co/1YsFAE0O2X. Poor Lost Bipolar Ye. Nothing wrong with it, #metoo but it’s giving mental health a bad name , let’s get Will Smith to Slap him around a bit ,  https://t.co/0H3EBw1ano",2022-10-27T01:29:34.000Z,0
en,"I grew up as an orphan, in part because of sexual violence against my mother. Before the orphanage we stayed in a women and children shelter.

Sexual harassment and the violence against women has incredible consequences. Abuse of women will not be tolerated. 

#EconTwitter #MeToo",2022-10-27T01:24:35.000Z,65
en,".@beegle_kathleen hops in w/ a helpful summary of ""Monitoring Harassment in the Organizations"" 

[in this case the manufacturing industry in Bangladesh 🇧🇩]

@LauraBoudreau @SylvainChassang @adagt3 &amp; @rachelmheath 

#EconTwitter #MeToo 

https://t.co/81fRaVYUP9",2022-10-27T01:16:13.000Z,13
en,"History repeats, don’t let it!  Never Forget!!  #CRT #BLM #BHM   #BlackTableTalk #Antisemitism #LivingWhileBlack #Blacktwitter #Racism #Metoo #Endracism https://t.co/dqGtWrBbul",2022-04-23T21:29:18.000Z,1
en,"My Halloween/spooky/creepy read/listen for October was Sleeping Beauties by Stephen King and Owen King and I’d never heard of it, but I really enjoyed it. Good for a creepy #metoo kind of read where it explores what would happen if all the women in the world fell asleep 😱",2022-10-27T00:37:03.000Z,0
en,"Nowadays time is gold! ✨

What wastes the most of your time 🧭

#clock #timemanagement #timesup #timeshare #timekeeper #allthetime https://t.co/bJ9ZBJKtyy",2022-10-27T00:29:55.000Z,0
en,"Next month marks the 20th anniversary of the resignation of Boston's disgraced Cardinal Bernard Law. Sadly, his successor, O'Malley, also  remains secretive about abuse. #CSA #clergy #churchtoo #SNAPHeals #RCCAbuse  #ChurchToo #SBCtoo #SBCdatabaseNOW 

https://t.co/m3QJbImDUo",2022-10-25T13:59:49.000Z,9
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,@rosemcgowan ❤ U Babe #MeToo,2022-10-26T23:56:09.000Z,0
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,"If your reading this, and you’ve gone through abuse at the hands of someone. Know this:

You’re not alone

For years I felt alone, shame, guilt, and fear. 

Those feelings have lessened with the great truth that there is a chorus of Survivors who see us!

#churchtoo #abuse",2022-10-26T23:46:26.000Z,3
en,"Little Men on Campus, 2020, mixed media assemblage, 20 x 20 x 2 inches.

Published in
Oxford Magazine, Issue 46, Summer 2021, Miami University, Oxford, Ohio. #metoo  #womensupportingwomen #textileart #textileartist  #collageart #collage https://t.co/aRfzFfdISM",2022-10-26T23:44:49.000Z,3
en,"#InALonelyPlace has always been brilliant, but in this post=#MeToo moment? It *really* lands 
#TCMParty",2022-10-26T23:33:33.000Z,8
en,".@callisto vault uses a matching system &amp; encrypted record form to help coordinate reporting for repeat offenders 

Piloted in 2015 &amp; now on dozens of college campuses 👇🏾

Curious if there have been any evaluations? cc. @JessicaHLadd  #EconTwitter #MeToo 

https://t.co/ViBUjmeSTr https://t.co/uBb8IW2JkL",2022-10-26T15:28:50.000Z,27
en,It has been very saddening but not altogether surprising to follow #econtwitter’s current #metoo moment. A short 🧵 based on my experience conducting research related to reporting of (sexual) harassment.,2022-10-26T18:32:11.000Z,243
en,"o Brown (book Soul Without #Shame)
o lessons from #metoo &amp; 
o hypnosis / #scientology ///*

Tell us one thing on human nature,
which is aggression here and
the wrong of BAN on child porn...
[Below]

By engineer Lijpje, using *tri-angulation
#wassenaar former airbase community https://t.co/I8nptQ6zPW",2022-10-26T23:27:04.000Z,0
en,MAGA candidate's extremism may save Charlie Crist's district for the Dems — even after it was redrawn by DeSantis https://t.co/D02jd4Uemp #maga #racist #metoo #MIDTERMS #america,2022-10-26T23:09:13.000Z,0
en,"""AMBER HEARD WAS RIGHT!""

IGNORANT CELEB ""ROCKER"" #PHOEBEBRIDGERS SCOLDS JOHNNY DEPP SUPPORTERS 

New Video LINK HERE: https://t.co/ljw3Vo8Btz

#amberheard #johnnydepp #marilynmanson #ryanadams #metoo #hoax https://t.co/HibwufINiq",2022-10-26T21:51:23.000Z,66
en,"In a sea of true crime podcasts, movies and tv series that focus on the violence that survivors are subjected to, I wanted to create a podcast with students about how we heal. 

Healing Comes in Waves is a love letter to survivors of all genders. #MeToo https://t.co/9IDsNR5ywr https://t.co/xP8P3jwHwv",2022-10-26T22:02:41.000Z,117
en,"Media reporting also has the potential to shed light on the root causes of violence against women and girls, and promote positive social and gender norms (more citations of our #MeToo, #MeNOMore research- in recent UN Report, 'Reporting on violence against girls').   @MFJMonash",2022-10-26T22:49:41.000Z,2
en,"In a sea of true crime podcasts, movies and tv series that focus on the violence that survivors are subjected to, I wanted to create a podcast with students about how we heal. 

Healing Comes in Waves is a love letter to survivors of all genders. #MeToo https://t.co/9IDsNR5ywr https://t.co/xP8P3jwHwv",2022-10-26T22:02:41.000Z,117
en,"In a sea of true crime podcasts, movies and tv series that focus on the violence that survivors are subjected to, I wanted to create a podcast with students about how we heal. 

Healing Comes in Waves is a love letter to survivors of all genders. #MeToo https://t.co/9IDsNR5ywr https://t.co/xP8P3jwHwv",2022-10-26T22:02:41.000Z,117
en,Why not me too 😭 #joke #female #metoo #comedian https://t.co/JGxMnW696E,2022-10-26T22:18:06.000Z,52
en,"In a sea of true crime podcasts, movies and tv series that focus on the violence that survivors are subjected to, I wanted to create a podcast with students about how we heal. 

Healing Comes in Waves is a love letter to survivors of all genders. #MeToo https://t.co/9IDsNR5ywr https://t.co/xP8P3jwHwv",2022-10-26T22:02:41.000Z,117
en,"@SaintAssya @Jezebel Darling, you might be surprised but #MeToo happened in 2006, same year as @twitter btw. Be my guest and google the details. Unscrupulous female scammers, like Turd and ERW, made the best use of those movements. https://t.co/tBF6Tvj0F1",2022-10-26T21:57:39.000Z,2
en,"""AMBER HEARD WAS RIGHT!""

IGNORANT CELEB ""ROCKER"" #PHOEBEBRIDGERS SCOLDS JOHNNY DEPP SUPPORTERS 

New Video LINK HERE: https://t.co/ljw3Vo8Btz

#amberheard #johnnydepp #marilynmanson #ryanadams #metoo #hoax https://t.co/HibwufINiq",2022-10-26T21:51:23.000Z,66
en,"calling all pharbs ‼️🖤

for @teenvogue’s Oct 2022 cover i sat down with @phoebe_bridgers, who’s used her Punisher tour + growing platform to talk politics.

we talked abortion, #metoo’s impact on her career, disrupting rock music’s misogyny, + more.
🔗 https://t.co/X3RVZDJjBi https://t.co/HYltmhDe4j",2022-10-26T12:33:06.000Z,2885
en,That these men are dangerous and to avoid them @UEFA @ChampionsLeague @UEFAcomTomK @UEFAcom #MeToo,2022-10-26T21:42:33.000Z,0
en,Former Slidell priest arrested in second molestation case https://t.co/nATg8sz9OR via @contactscsa #CSA #MeToo #NewOrleans #Catholics #CatholicNews,2022-10-26T21:39:18.000Z,0
en,"For the opinionated bystanders critically commenting on the most recent #EconTwitter #MeToo movement, one takeaway going forward should be that we need to hold each other to a far higher moral standard instead of arguing louder about legal technicalities.",2022-10-26T21:32:51.000Z,24
en,@JulesJester LOL this is actually hilarious. Abortion-blaming is the new #MeToo. But I thought abortions were something to be proud of? Can't keep up with the lunacy of the left!,2022-10-26T21:26:19.000Z,0
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,It has been very saddening but not altogether surprising to follow #econtwitter’s current #metoo moment. A short 🧵 based on my experience conducting research related to reporting of (sexual) harassment.,2022-10-26T18:32:11.000Z,243
en,"@JohnWisconsin7 @naugle_dave @wendelltalks Shalom, AMEN https://t.co/seP0S2UEFV
GOD bless you. 👁️🙏🏿👁️✝️
Late 1st early 2nd Century Roman Catacombs of Domittilla Italy. Lord JESUS The CHRIST YESHUA HAMASHIACH (center) teaching disciples in The Last Supper.
#JesusIsLord #KINGDOM #metoo #bingejesus 
#RepresentationMatters https://t.co/urq8hUDwt6",2022-10-26T21:16:42.000Z,0
en,"@Deemoney34 @wendelltalks @unashamedojesus Shalom, AMEN https://t.co/seP0S2Vcvt
GOD bless you. 👁️🙏🏿👁️✝️
Late 1st early 2nd Century Roman Catacombs of Domittilla Italy. Lord JESUS The CHRIST YESHUA HAMASHIACH (center) teaching disciples in The Last Supper.
#JesusIsLord #KINGDOM #metoo #bingejesus 
#RepresentationMatters https://t.co/PcEMB6R6Ji",2022-10-26T21:15:58.000Z,1
